,0,1,2,3,4,5
0,0.516393024806024,0.5122814002633918,0.5693364486148251,0.2217233182026881,0.8624674998293738,0.603025744688614
1,0.7072426408363606,0.5857636738399585,0.6279123931545352,1.161230519450347,0.7770838253981631,0.7080500614279444
2,0.6705188489275002,0.585384790767536,0.42820377020617917,0.37912476671755635,0.6690624672195578,0.749383235093608
3,0.6191048534290244,0.5351535081361918,0.5578637992775117,0.8418171469242444,0.7791484332193681,0.6693011288005359
4,0.6441945623224401,0.49838162024826915,0.845018450184502,0.654602617209588,0.7078805023488566,0.7002358739553942
5,0.5876140633957811,0.5156912230551463,0.8280729786962322,0.9741433987607553,0.7665184007428625,0.6739826283830526
6,0.6065931601658388,0.5748912738655387,0.8315018315018317,0.7752846566637785,0.8468075555783205,0.7000263062213534
7,0.6282746100340522,0.5952187148761279,0.785263618140696,0.6565327737655835,0.8063518799736871,0.6903461552328427
8,0.6384126356060247,0.5976914607042074,0.8281535648994516,1.033739372024585,0.8372335103772925,0.7014663020634451
9,0.6237241323659801,0.6171581319561958,0.7864831108273889,0.5287584144159005,0.8346217953357677,0.6787608785507453
10,0.620489902594108,0.6305746900030316,0.7593863554287137,0.5619261158941664,0.7441503815967063,0.6909018509563452
11,0.6299231740850666,0.7151043387538236,0.5416176725950297,0.6650802825626112,0.7825547608502277,0.677084637772662
12,0.5917239563898973,0.7126209378659414,0.7590473801668305,0.7155564584912599,0.6813247194425229,0.7263114643498931
13,0.6622021388105013,0.8494752053561885,0.9854901401252434,0.6887438795147263,0.7189443839474179,0.8231042421212118
14,0.6619910236424804,0.8673955090462138,0.9695548968525138,0.7617823808927944,0.6707248351420809,0.8178446015395504
15,0.6675132808793942,0.8439086684761572,0.9623965378389856,0.7553220714189284,0.6458557298034975,0.7527984053609666
16,0.6708441540274122,0.78376124504605,0.9686908111582477,0.7267607069557338,0.7084828337920779,0.7530087180644207
17,0.632785692679074,0.7834731450880175,0.9233409647355466,0.7843619553904186,0.7561773552828774,0.7078359781542318
18,0.6177831372676155,0.7763215832632158,0.9284373706948841,0.8021915679499576,0.6413972033367374,0.7103040763269517
19,0.659593920180602,0.7459113663171841,0.9131483364646222,0.8799033892094905,0.5225213751598587,0.751836486717083
20,0.6600052893516248,0.7597005309009606,0.6717851573337925,0.79353776371286,0.6503814294771186,0.7540036134335386
21,0.6833648113307076,0.7704858546436195,0.8876816242674919,0.8716773943077125,0.6526029092911971,0.6805675598103569
22,0.712835967665048,0.6772013773710179,0.909769401959797,0.7622329848767053,0.7101003843014544,0.6956522365388607
23,0.6720553463997712,0.618012698259556,0.8181432238215713,0.7152636402763568,0.5412403197221447,0.7120553730435555
24,0.6782009549035632,0.5603603378102895,0.8527906925284037,0.4993394343077322,0.4501859690308052,0.697793202352025
25,0.7046394172602883,0.5236223457805722,0.7070228617722725,0.6017431149332404,0.5144603873495728,0.6828272547196992
26,0.721334777162226,0.5272123808314244,0.5708030836848337,0.5305658499562254,0.5827556603207289,0.716846514587109
27,0.7334974478755434,0.567324583826144,0.6473168521711836,0.5617553180445594,0.474423818759492,0.7277185317475572
28,0.6776435587339287,0.5399523896810234,0.6746991978831569,0.6245700040346411,0.4519543140322728,0.7202180359198365
29,0.6927067048441198,0.5813551222167137,0.6134074461748551,0.601437620630968,0.4882677784075895,0.7286595773555757
30,0.7647167418140133,0.5716429557260436,0.48829664299214803,0.6263397010632212,0.6020027008548774,0.7227609003672191
31,0.7403713966548453,0.4994794482047389,0.4656399085689942,0.6410431248888215,0.537210307504248,0.6904260547506356
32,0.7258463346776134,0.490849245758904,0.44682588979608306,0.6212854919473874,0.5249606060732595,0.7470760039553295
33,0.6788750794399445,0.5636860058193776,0.5426760355562721,0.7508391316964165,0.615103736494758,0.6945916238921768
34,0.7289080543107893,0.6199439957345503,0.5424517627832584,0.9501362321589772,0.5824773951579723,0.7055385354334482
35,0.6818326842747815,0.6421052244371717,0.5313266369595202,0.8409792441513013,0.5585418671883267,0.6945228816172053
36,0.6901088324121267,0.654020709850764,0.5277868842708133,0.7007112133580862,0.5633481951213548,0.6958107330910812
37,0.7300979518266544,0.647491896842022,0.5446011219853062,0.33287048100519323,0.5677144326456027,0.7171696055156642
38,0.6820856087583247,0.6691666413545576,0.5473836313704794,0.9420782621916226,0.5276918930629146,0.724520103650115
39,0.6988692646164039,0.45688167865285356,0.4416164949768524,0.7738913111013364,0.5434875141073705,0.6391261437661837
40,0.697923605328229,0.45469976442609394,0.5618941823556838,0.85723095889201,0.5303187795112256,0.7591656246856191
41,0.6142052900895965,0.6190043144606627,0.5283339495030503,0.9456097729366439,0.5749375002988066,0.7685154484743952
42,0.6214151494908888,0.6673213955454269,0.5476243159267786,0.9970725749564704,0.5779897133017964,0.6895897509144107
43,0.6245712832673584,0.49515317002908876,0.522184688601137,1.5014847796417694,0.5802857631675733,0.6848721301289866
44,0.7030308685966007,0.6320477204786334,0.707388161766143,0.382977646863506,0.5934271594933234,0.7122943685847432
45,0.7226487243144264,0.6858150268407193,0.49524371847130233,0.43921027904806786,0.6351946872589507,0.6885432746800466
46,0.7506614756151198,0.5487703025031752,0.5490111428930231,0.6804082030758387,0.642728845585216,0.6782414736549662
47,0.647310773841921,0.6388724910548267,0.4998649780054907,0.44681020757257817,0.6083477005317302,0.7252246093665518
48,0.6469516930391253,0.603345627335645,0.48541563671767807,0.6198353134650603,0.664153327533261,0.7241991207441809
49,0.6929036524111163,0.4202184698006206,0.5076692015489299,0.5856037626529429,0.4762018029538384,0.7132589443673398
50,0.7138445751255489,0.4739398179825802,0.5189551077857621,0.5328697439512702,0.5350143131626686,0.7092013832350246
